Record Date,Security Type Description,Security Class Description,Securities Sold Count,Gross Sales Amount,Returned Sales Amount,Net Sales Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2011-09-30,Savings Bond,I,41413,21437793.43,347200.00,21090593.43,201109,2,2011,4,2011,3,09,30
2011-09-30,Marketable,Bill,6712,933631700.00,5735500.00,927896200.00,201109,3,2011,4,2011,3,09,30
2011-09-30,Marketable,Bond,211,4318300.00,445500.00,3872800.00,201109,4,2011,4,2011,3,09,30
2011-09-30,Marketable,Note,2043,108420500.00,1472200.00,106948300.00,201109,5,2011,4,2011,3,09,30
2011-09-30,Marketable,TIPS,477,7986300.00,0.00,7986300.00,201109,6,2011,4,2011,3,09,30
2011-08-31,Savings Bond,EE,21672,2705555.56,36939.20,2668616.36,201108,1,2011,4,2011,3,08,31
2011-08-31,Savings Bond,I,41990,26486568.79,445772.00,26040796.79,201108,2,2011,4,2011,3,08,31
2011-08-31,Marketable,Bill,5216,755638700.00,4291400.00,751347300.00,201108,3,2011,4,2011,3,08,31
2011-08-31,Marketable,Bond,295,5310100.00,90100.00,5220000.00,201108,4,2011,4,2011,3,08,31
2011-08-31,Marketable,Note,3565,165188700.00,447500.00,164741200.00,201108,5,2011,4,2011,3,08,31
2011-08-31,Marketable,TIPS,643,9921100.00,0.00,9921100.00,201108,6,2011,4,2011,3,08,31
2011-07-31,Savings Bond,EE,20056,2267328.55,28800.00,2238528.55,201107,1,2011,4,2011,3,07,31
2011-07-31,Savings Bond,I,37975,22644362.80,381375.00,22262987.80,201107,2,2011,4,2011,3,07,31
2011-07-31,Marketable,Bill,4811,674634500.00,6919200.00,667715300.00,201107,3,2011,4,2011,3,07,31
2011-07-31,Marketable,Bond,244,3863200.00,355000.00,3508200.00,201107,4,2011,4,2011,3,07,31
2011-07-31,Marketable,Note,511,21073700.00,520000.00,20553700.00,201107,5,2011,4,2011,3,07,31
2011-07-31,Marketable,TIPS,765,12213000.00,0.00,12213000.00,201107,6,2011,4,2011,3,07,31
2011-06-30,Savings Bond,EE,20465,2349150.81,20340.00,2328810.81,201106,1,2011,3,2011,2,06,30
2011-06-30,Savings Bond,I,37987,21910866.90,351670.00,21559196.90,201106,2,2011,3,2011,2,06,30
2011-06-30,Marketable,Bill,6362,820127300.00,16168500.00,803958800.00,201106,3,2011,3,2011,2,06,30
2011-06-30,Marketable,Bond,256,12223100.00,4525000.00,7698100.00,201106,4,2011,3,2011,2,06,30
2011-06-30,Marketable,Note,2147,95444500.00,398700.00,95045800.00,201106,5,2011,3,2011,2,06,30
2011-06-30,Marketable,TIPS,184,1642500.00,0.00,1642500.00,201106,6,2011,3,2011,2,06,30
2011-05-31,Savings Bond,EE,21807,2704109.71,12450.00,2691659.71,201105,1,2011,3,2011,2,05,31
2011-05-31,Savings Bond,I,42418,31969870.90,390533.15,31579337.75,201105,2,2011,3,2011,2,05,31
2011-05-31,Marketable,Bill,4373,525159900.00,7015200.00,518144700.00,201105,3,2011,3,2011,2,05,31
2011-05-31,Marketable,Bond,392,10447200.00,12300.00,10434900.00,201105,4,2011,3,2011,2,05,31
2011-05-31,Marketable,Note,2884,123083900.00,1934900.00,121149000.00,201105,5,2011,3,2011,2,05,31
2011-05-31,Marketable,TIPS,544,9063500.00,0.00,9063500.00,201105,6,2011,3,2011,2,05,31
2011-04-30,Savings Bond,EE,21503,2286478.81,11013.62,2275465.19,201104,1,2011,3,2011,2,04,30
2011-04-30,Savings Bond,I,32538,6639951.70,56935.00,6583016.70,201104,2,2011,3,2011,2,04,30
2011-04-30,Marketable,Bill,3724,434133000.00,4748100.00,429384900.00,201104,3,2011,3,2011,2,04,30
2011-04-30,Marketable,Bond,312,9260900.00,100.00,9260800.00,201104,4,2011,3,2011,2,04,30
2011-04-30,Marketable,Note,454,19230200.00,10100.00,19220100.00,201104,5,2011,3,2011,2,04,30
2011-04-30,Marketable,TIPS,1205,24519800.00,0.00,24519800.00,201104,6,2011,3,2011,2,04,30
2011-03-31,Savings Bond,EE,21209,2501330.46,33750.00,2467580.46,201103,1,2011,2,2011,1,03,31
2011-03-31,Savings Bond,I,32476,7560189.95,72510.00,7487679.95,201103,2,2011,2,2011,1,03,31
2011-03-31,Marketable,Bill,4585,562901900.00,8100800.00,554801100.00,201103,3,2011,2,2011,1,03,31
2011-03-31,Marketable,Bond,365,7805700.00,1200200.00,6605500.00,201103,4,2011,2,2011,1,03,31
2011-03-31,Marketable,Note,1272,46113500.00,70800.00,46042700.00,201103,5,2011,2,2011,1,03,31
2011-03-31,Marketable,TIPS,446,10095800.00,0.00,10095800.00,201103,6,2011,2,2011,1,03,31
2011-02-28,Savings Bond,EE,19680,2398113.19,36155.00,2361958.19,201102,1,2011,2,2011,1,02,28
2011-02-28,Savings Bond,I,30731,7833819.81,49885.00,7783934.81,201102,2,2011,2,2011,1,02,28
2011-02-28,Marketable,Bill,4037,492010700.00,996500.00,491014200.00,201102,3,2011,2,2011,1,02,28
2011-02-28,Marketable,Bond,539,21430900.00,25400.00,21405500.00,201102,4,2011,2,2011,1,02,28
2011-02-28,Marketable,Note,1364,42042900.00,406200.00,41636700.00,201102,5,2011,2,2011,1,02,28
2011-02-28,Marketable,TIPS,445,5667800.00,0.00,5667800.00,201102,6,2011,2,2011,1,02,28
2011-01-31,Savings Bond,EE,20222,3364101.58,43430.01,3320671.57,201101,1,2011,2,2011,1,01,31
2011-01-31,Savings Bond,I,33150,15733744.84,226020.00,15507724.84,201101,2,2011,2,2011,1,01,31
2011-01-31,Marketable,Bill,3954,473486100.00,500200.00,472985900.00,201101,3,2011,2,2011,1,01,31
2011-01-31,Marketable,Bond,322,5411800.00,102000.00,5309800.00,201101,4,2011,2,2011,1,01,31
2011-01-31,Marketable,Note,1096,30640200.00,52600.00,30587600.00,201101,5,2011,2,2011,1,01,31
2011-01-31,Marketable,TIPS,914,11090500.00,0.00,11090500.00,201101,6,2011,2,2011,1,01,31
2010-12-31,Savings Bond,I,36157,8492377.37,146082.50,8346294.87,201012,2,2011,1,2010,4,12,31
2010-12-31,Marketable,Bill,4490,600735900.00,2365700.00,598370200.00,201012,3,2011,1,2010,4,12,31
2010-12-31,Marketable,Bond,319,5916900.00,210000.00,5706900.00,201012,4,2011,1,2010,4,12,31
2010-12-31,Marketable,Note,912,30953000.00,550300.00,30402700.00,201012,5,2011,1,2010,4,12,31
2010-12-31,Savings Bond,EE,23882,2771470.23,29481.79,2741988.44,201012,1,2011,1,2010,4,12,31
2010-11-30,Savings Bond,EE,19551,2167228.92,25654.01,2141574.91,201011,1,2011,1,2010,4,11,30
2010-11-30,Savings Bond,I,31034,6308560.74,77888.86,6230671.88,201011,2,2011,1,2010,4,11,30
2010-11-30,Marketable,Bill,4067,485898000.00,1017900.00,484880100.00,201011,3,2011,1,2010,4,11,30
2010-11-30,Marketable,Bond,285,6415500.00,0.00,6415500.00,201011,4,2011,1,2010,4,11,30
2010-11-30,Marketable,Note,1357,36630900.00,261400.00,36369500.00,201011,5,2011,1,2010,4,11,30
2010-11-30,Marketable,TIPS,487,5053900.00,0.00,5053900.00,201011,6,2011,1,2010,4,11,30
2010-10-31,Savings Bond,EE,17187,2178991.76,27600.00,2151391.76,201010,1,2011,1,2010,4,10,31
2010-10-31,Savings Bond,I,29410,7805596.00,117116.50,7688479.50,201010,2,2011,1,2010,4,10,31
2010-10-31,Marketable,Bill,3802,495465800.00,1557300.00,493908500.00,201010,3,2011,1,2010,4,10,31
2010-10-31,Marketable,Bond,180,1480900.00,0.00,1480900.00,201010,4,2011,1,2010,4,10,31
2010-10-31,Marketable,Note,234,2576800.00,5038600.00,-2461800.00,201010,5,2011,1,2010,4,10,31
2010-10-31,Marketable,TIPS,571,12189600.00,0.00,12189600.00,201010,6,2011,1,2010,4,10,31
2010-09-30,Savings Bond,EE,14465,1924447.66,122845.00,1801602.66,201009,1,2010,4,2010,3,09,30
2010-09-30,Savings Bond,I,25932,5956960.20,205347.50,5751612.70,201009,2,2010,4,2010,3,09,30
2010-09-30,Marketable,Bill,5162,654312600.00,10220700.00,644091900.00,201009,3,2010,4,2010,3,09,30
2010-09-30,Marketable,Bond,178,2463300.00,5000.00,2458300.00,201009,4,2010,4,2010,3,09,30
2010-09-30,Marketable,Note,868,35598900.00,258000.00,35340900.00,201009,5,2010,4,2010,3,09,30
2010-09-30,Marketable,TIPS,577,7128800.00,0.00,7128800.00,201009,6,2010,4,2010,3,09,30
2010-08-31,Savings Bond,EE,13092,1829172.30,47185.00,1781987.30,201008,1,2010,4,2010,3,08,31
2010-08-31,Savings Bond,I,24732,6243175.04,140182.92,6102992.12,201008,2,2010,4,2010,3,08,31
2010-08-31,Marketable,Bill,4226,624245200.00,4167500.00,620077700.00,201008,3,2010,4,2010,3,08,31
2010-08-31,Marketable,Bond,485,11045700.00,5400.00,11040300.00,201008,4,2010,4,2010,3,08,31
2010-08-31,Marketable,Note,1750,73728400.00,1063200.00,72665200.00,201008,5,2010,4,2010,3,08,31
2010-07-31,Savings Bond,EE,11909,1654399.98,20565.00,1633834.98,201007,1,2010,4,2010,3,07,31
2010-07-31,Savings Bond,I,23347,6147838.25,69575.00,6078263.25,201007,2,2010,4,2010,3,07,31
2010-07-31,Marketable,Bill,6506,801773700.00,3249700.00,798524000.00,201007,3,2010,4,2010,3,07,31
2010-07-31,Marketable,Bond,194,1795800.00,0.00,1795800.00,201007,4,2010,4,2010,3,07,31
2010-07-31,Marketable,Note,344,14642800.00,193100.00,14449700.00,201007,5,2010,4,2010,3,07,31
2010-07-31,Marketable,TIPS,1001,19893800.00,0.00,19893800.00,201007,6,2010,4,2010,3,07,31
2010-06-30,Savings Bond,EE,12282,1579416.95,27935.00,1551481.95,201006,1,2010,3,2010,2,06,30
2010-06-30,Savings Bond,I,24446,6988037.25,81396.62,6906640.63,201006,2,2010,3,2010,2,06,30
2010-06-30,Marketable,Bill,6312,702668400.00,6411000.00,696257400.00,201006,3,2010,3,2010,2,06,30
2010-06-30,Marketable,Bond,222,1900600.00,100000.00,1800600.00,201006,4,2010,3,2010,2,06,30
2010-06-30,Marketable,Note,2178,57507100.00,373300.00,57133800.00,201006,5,2010,3,2010,2,06,30
2010-05-31,Savings Bond,EE,10834,1535914.80,7045.00,1528869.80,201005,1,2010,3,2010,2,05,31
2010-05-31,Savings Bond,I,22703,8469787.68,109258.32,8360529.36,201005,2,2010,3,2010,2,05,31
2010-05-31,Marketable,Bill,6653,744233900.00,2031100.00,742202800.00,201005,3,2010,3,2010,2,05,31
2010-05-31,Marketable,Bond,309,6042300.00,200000.00,5842300.00,201005,4,2010,3,2010,2,05,31
2010-05-31,Marketable,Note,645,26232600.00,313600.00,25919000.00,201005,5,2010,3,2010,2,05,31
2010-04-30,Savings Bond,EE,12031,1524878.29,23960.00,1500918.29,201004,1,2010,3,2010,2,04,30
2010-04-30,Savings Bond,I,28199,15659297.25,118670.36,15540626.89,201004,2,2010,3,2010,2,04,30
2010-04-30,Marketable,Bill,8295,903943500.00,3305600.00,900637900.00,201004,3,2010,3,2010,2,04,30
2010-04-30,Marketable,Bond,248,5468300.00,0.00,5468300.00,201004,4,2010,3,2010,2,04,30
2010-04-30,Marketable,Note,1550,51756400.00,257000.00,51499400.00,201004,5,2010,3,2010,2,04,30
2010-04-30,Marketable,TIPS,3164,59701800.00,0.00,59701800.00,201004,6,2010,3,2010,2,04,30
2010-03-31,Savings Bond,EE,12923,1676674.35,6553.27,1670121.08,201003,1,2010,2,2010,1,03,31
2010-03-31,Savings Bond,I,28985,15796638.89,119627.34,15677011.55,201003,2,2010,2,2010,1,03,31
2010-03-31,Marketable,Bill,6709,764622800.00,1633500.00,762989300.00,201003,3,2010,2,2010,1,03,31
2010-03-31,Marketable,Bond,316,7418200.00,80800.00,7337400.00,201003,4,2010,2,2010,1,03,31
2010-03-31,Marketable,Note,2296,77366900.00,1600.00,77365300.00,201003,5,2010,2,2010,1,03,31
2010-02-28,Savings Bond,EE,11478,1548044.45,6395.00,1541649.45,201002,1,2010,2,2010,1,02,28
2010-02-28,Savings Bond,I,25462,15676630.52,159232.88,15517397.64,201002,2,2010,2,2010,1,02,28
2010-02-28,Marketable,Bill,6829,841521100.00,12724000.00,828797100.00,201002,3,2010,2,2010,1,02,28
2010-02-28,Marketable,Bond,804,16932000.00,100000.00,16832000.00,201002,4,2010,2,2010,1,02,28
2010-02-28,Marketable,Note,1403,41583300.00,1005300.00,40578000.00,201002,5,2010,2,2010,1,02,28
2010-01-31,Savings Bond,EE,12451,2488735.81,37500.00,2451235.81,201001,1,2010,2,2010,1,01,31
2010-01-31,Savings Bond,I,29838,32095740.60,402965.00,31692775.60,201001,2,2010,2,2010,1,01,31
2010-01-31,Marketable,Bill,6583,702564300.00,6121900.00,696442400.00,201001,3,2010,2,2010,1,01,31
2010-01-31,Marketable,Bond,225,4231300.00,100.00,4231200.00,201001,4,2010,2,2010,1,01,31
2010-01-31,Marketable,Note,384,7920000.00,90500.00,7829500.00,201001,5,2010,2,2010,1,01,31
2010-01-31,Marketable,TIPS,1251,30653700.00,0.00,30653700.00,201001,6,2010,2,2010,1,01,31
2009-12-31,Savings Bond,EE,17357,2132538.35,18625.00,2113913.35,200912,1,2010,1,2009,4,12,31
2009-12-31,Savings Bond,I,31815,19096664.13,145416.00,18951248.13,200912,2,2010,1,2009,4,12,31
2009-12-31,Marketable,Bill,8148,914376000.00,8517100.00,905858900.00,200912,3,2010,1,2009,4,12,31
2009-12-31,Marketable,Bond,200,2365600.00,0.00,2365600.00,200912,4,2010,1,2009,4,12,31
2009-12-31,Marketable,Note,1089,29856700.00,260100.00,29596600.00,200912,5,2010,1,2009,4,12,31
2009-11-30,Savings Bond,EE,13392,1535752.83,11033.00,1524719.83,200911,1,2010,1,2009,4,11,30
2009-11-30,Savings Bond,I,26065,13199439.45,127530.21,13071909.24,200911,2,2010,1,2009,4,11,30
2009-11-30,Marketable,Bill,7180,769528800.00,4478200.00,765050600.00,200911,3,2010,1,2009,4,11,30
2009-11-30,Marketable,Bond,275,6705100.00,0.00,6705100.00,200911,4,2010,1,2009,4,11,30
2009-11-30,Marketable,Note,2108,78960600.00,234400.00,78726200.00,200911,5,2010,1,2009,4,11,30
2009-10-31,Savings Bond,EE,13214,1290197.71,8500.00,1281697.71,200910,1,2010,1,2009,4,10,31
2009-10-31,Savings Bond,I,21359,3472712.65,23216.00,3449496.65,200910,2,2010,1,2009,4,10,31
2009-10-31,Marketable,Bill,9120,1045838500.00,4311500.00,1041527000.00,200910,3,2010,1,2009,4,10,31
2009-10-31,Marketable,Bond,170,1888200.00,130000.00,1758200.00,200910,4,2010,1,2009,4,10,31
2009-10-31,Marketable,Note,288,8592000.00,2994200.00,5597800.00,200910,5,2010,1,2009,4,10,31
2009-10-31,Marketable,TIPS,3297,77921900.00,0.00,77921900.00,200910,6,2010,1,2009,4,10,31
2009-09-30,Savings Bond,EE,12750,1204939.17,14278.00,1190661.17,200909,1,2009,4,2009,3,09,30
2009-09-30,Savings Bond,I,21186,3386052.10,44129.54,3341922.56,200909,2,2009,4,2009,3,09,30
2009-09-30,Marketable,Bill,7858,835068500.00,3477100.00,831591400.00,200909,3,2009,4,2009,3,09,30
2009-09-30,Marketable,Bond,210,7272700.00,5500.00,7267200.00,200909,4,2009,4,2009,3,09,30
2009-09-30,Marketable,Note,1186,45629300.00,2519400.00,43109900.00,200909,5,2009,4,2009,3,09,30
2009-08-31,Savings Bond,EE,13004,1299192.71,29214.00,1269978.71,200908,1,2009,4,2009,3,08,31
2009-08-31,Savings Bond,I,22315,3726498.23,59866.66,3666631.57,200908,2,2009,4,2009,3,08,31
2009-08-31,Marketable,Bill,8046,892742500.00,6510700.00,886231800.00,200908,3,2009,4,2009,3,08,31
2009-08-31,Marketable,Bond,305,6683800.00,74100.00,6609700.00,200908,4,2009,4,2009,3,08,31
2009-08-31,Marketable,Note,1389,50116300.00,47400.00,50068900.00,200908,5,2009,4,2009,3,08,31
2009-07-31,Savings Bond,I,24287,4201617.45,51845.12,4149772.33,200907,2,2009,4,2009,3,07,31
2009-07-31,Marketable,Bill,9927,1040338800.00,7469100.00,1032869700.00,200907,3,2009,4,2009,3,07,31
2009-07-31,Marketable,Bond,151,2459600.00,0.00,2459600.00,200907,4,2009,4,2009,3,07,31
2009-07-31,Marketable,Note,1213,41564700.00,116600.00,41448100.00,200907,5,2009,4,2009,3,07,31
2009-07-31,Marketable,TIPS,2006,52873300.00,0.00,52873300.00,200907,6,2009,4,2009,3,07,31
2009-07-31,Savings Bond,EE,13575,1424930.07,12563.50,1412366.57,200907,1,2009,4,2009,3,07,31
2009-06-30,Savings Bond,EE,13881,1519322.00,9400.00,1509922.00,200906,1,2009,3,2009,2,06,30
2009-06-30,Savings Bond,I,25904,4987228.56,41500.00,4945728.56,200906,2,2009,3,2009,2,06,30
2009-06-30,Marketable,Bill,8006,884488000.00,18390400.00,866097600.00,200906,3,2009,3,2009,2,06,30
2009-06-30,Marketable,Bond,215,4674900.00,1900.00,4673000.00,200906,4,2009,3,2009,2,06,30
2009-06-30,Marketable,Note,1824,48954600.00,1000500.00,47954100.00,200906,5,2009,3,2009,2,06,30
2009-05-31,Savings Bond,EE,13265,1422731.52,25015.00,1397716.52,200905,1,2009,3,2009,2,05,31
2009-05-31,Savings Bond,I,28022,7246093.09,127470.00,7118623.09,200905,2,2009,3,2009,2,05,31
2009-05-31,Marketable,Bill,8637,964795900.00,7210200.00,957585700.00,200905,3,2009,3,2009,2,05,31
2009-05-31,Marketable,Bond,202,6640200.00,0.00,6640200.00,200905,4,2009,3,2009,2,05,31
2009-05-31,Marketable,Note,241,8692500.00,661900.00,8030600.00,200905,5,2009,3,2009,2,05,31
2009-04-30,Savings Bond,EE,13324,1668258.82,19842.50,1648416.32,200904,1,2009,3,2009,2,04,30
2009-04-30,Savings Bond,I,40508,28197523.09,298797.00,27898726.09,200904,2,2009,3,2009,2,04,30
2009-04-30,Marketable,Bill,10781,1183921600.00,8175700.00,1175745900.00,200904,3,2009,3,2009,2,04,30
2009-04-30,Marketable,Note,763,17696500.00,1664400.00,16032100.00,200904,4,2009,3,2009,2,04,30
2009-04-30,Marketable,TIPS,3738,129831900.00,0.00,129831900.00,200904,5,2009,3,2009,2,04,30
2009-03-31,Savings Bond,EE,14435,1972240.69,22800.00,1949440.69,200903,1,2009,2,2009,1,03,31
2009-03-31,Savings Bond,I,42087,28749596.46,326597.31,28422999.15,200903,2,2009,2,2009,1,03,31
2009-03-31,Marketable,Bill,10062,1145492800.00,12343200.00,1133149600.00,200903,3,2009,2,2009,1,03,31
2009-03-31,Marketable,Bond,78,1366900.00,0.00,1366900.00,200903,4,2009,2,2009,1,03,31
2009-03-31,Marketable,Note,1386,34894600.00,37500.00,34857100.00,200903,5,2009,2,2009,1,03,31
2009-02-28,Savings Bond,EE,12890,1760419.96,25079.00,1735340.96,200902,1,2009,2,2009,1,02,28
2009-02-28,Savings Bond,I,35622,24510144.08,236101.76,24274042.32,200902,2,2009,2,2009,1,02,28
2009-02-28,Marketable,Bill,9608,1172303100.00,8666100.00,1163637000.00,200902,3,2009,2,2009,1,02,28
2009-02-28,Marketable,Bond,213,1971700.00,1100.00,1970600.00,200902,4,2009,2,2009,1,02,28
2009-02-28,Marketable,Note,790,20085400.00,7200.00,20078200.00,200902,5,2009,2,2009,1,02,28
2009-01-31,Savings Bond,EE,14209,2550401.04,39325.00,2511076.04,200901,1,2009,2,2009,1,01,31
2009-01-31,Savings Bond,I,40550,41598768.42,372627.00,41226141.42,200901,2,2009,2,2009,1,01,31
2009-01-31,Marketable,Bill,10528,1223825800.00,17177500.00,1206648300.00,200901,3,2009,2,2009,1,01,31
2009-01-31,Marketable,Note,85,3197800.00,50000.00,3147800.00,200901,4,2009,2,2009,1,01,31
2009-01-31,Marketable,TIPS,1303,66338700.00,0.00,66338700.00,200901,5,2009,2,2009,1,01,31
2008-12-31,Savings Bond,EE,20067,2249643.51,17100.00,2232543.51,200812,1,2009,1,2008,4,12,31
2008-12-31,Savings Bond,I,41346,25406127.18,421320.62,24984806.56,200812,2,2009,1,2008,4,12,31
2008-12-31,Marketable,Bill,9918,877464900.00,9034500.00,868430400.00,200812,3,2009,1,2008,4,12,31
2008-12-31,Marketable,Note,1479,32147900.00,454400.00,31693500.00,200812,4,2009,1,2008,4,12,31
2008-11-30,Savings Bond,EE,13848,1484407.85,8280.00,1476127.85,200811,1,2009,1,2008,4,11,30
2008-11-30,Savings Bond,I,31373,16986634.49,205820.00,16780814.49,200811,2,2009,1,2008,4,11,30
2008-11-30,Marketable,Bill,13693,1168273200.00,24223400.00,1144049800.00,200811,3,2009,1,2008,4,11,30
2008-11-30,Marketable,Bond,250,4442400.00,10100.00,4432300.00,200811,4,2009,1,2008,4,11,30
2008-11-30,Marketable,Note,391,15827800.00,360800.00,15467000.00,200811,5,2009,1,2008,4,11,30
2008-10-31,Savings Bond,EE,15151,1672829.79,24605.00,1648224.79,200810,1,2009,1,2008,4,10,31
2008-10-31,Savings Bond,I,31088,11463486.00,184656.74,11278829.26,200810,2,2009,1,2008,4,10,31
2008-10-31,Marketable,Bill,21662,2033220200.00,16477200.00,2016743000.00,200810,3,2009,1,2008,4,10,31
2008-10-31,Marketable,Note,925,21838500.00,730800.00,21107700.00,200810,4,2009,1,2008,4,10,31
2008-10-31,Marketable,TIPS,2001,38353500.00,0.00,38353500.00,200810,5,2009,1,2008,4,10,31
2008-09-30,Savings Bond,EE,15162,1635098.42,17860.00,1617238.42,200809,1,2008,4,2008,3,09,30
2008-09-30,Savings Bond,I,29112,8554032.20,91631.00,8462401.20,200809,2,2008,4,2008,3,09,30
2008-09-30,Marketable,Bill,19308,1715529200.00,15748200.00,1699781000.00,200809,3,2008,4,2008,3,09,30
2008-09-30,Marketable,Note,1957,43808500.00,86000.00,43722500.00,200809,4,2008,4,2008,3,09,30
2008-08-31,Savings Bond,EE,14257,1298533.68,14057.50,1284476.18,200808,1,2008,4,2008,3,08,31
2008-08-31,Savings Bond,I,27711,8079068.82,84997.06,7994071.76,200808,2,2008,4,2008,3,08,31
2008-08-31,Marketable,Bill,19528,1470019600.00,11552800.00,1458466800.00,200808,3,2008,4,2008,3,08,31
2008-08-31,Marketable,Bond,258,15630000.00,8100.00,15621900.00,200808,4,2008,4,2008,3,08,31
2008-08-31,Marketable,Note,232,9750600.00,300800.00,9449800.00,200808,5,2008,4,2008,3,08,31
2008-07-31,Savings Bond,EE,15074,1465161.45,20549.00,1444612.45,200807,1,2008,4,2008,3,07,31
2008-07-31,Savings Bond,I,28857,10130042.08,155523.70,9974518.38,200807,2,2008,4,2008,3,07,31
2008-07-31,Marketable,Bill,25121,1799009700.00,7905100.00,1791104600.00,200807,3,2008,4,2008,3,07,31
2008-07-31,Marketable,Note,892,20247400.00,500.00,20246900.00,200807,4,2008,4,2008,3,07,31
2008-07-31,Marketable,TIPS,677,11555500.00,0.00,11555500.00,200807,5,2008,4,2008,3,07,31
2008-06-30,Savings Bond,EE,15484,1561552.58,28557.00,1532995.58,200806,1,2008,3,2008,2,06,30
2008-06-30,Savings Bond,I,28739,9128424.32,85970.00,9042454.32,200806,2,2008,3,2008,2,06,30
2008-06-30,Marketable,Bill,17782,1113091300.00,7927400.00,1105163900.00,200806,3,2008,3,2008,2,06,30
2008-06-30,Marketable,Note,1780,53685800.00,5080500.00,48605300.00,200806,4,2008,3,2008,2,06,30
2008-05-31,Savings Bond,EE,16503,1827040.85,10475.00,1816565.85,200805,1,2008,3,2008,2,05,31
2008-05-31,Savings Bond,I,32500,16565888.28,406720.00,16159168.28,200805,2,2008,3,2008,2,05,31
2008-05-31,Marketable,Bill,21529,1311464300.00,4551700.00,1306912600.00,200805,3,2008,3,2008,2,05,31
2008-05-31,Marketable,Bond,189,18739000.00,0.00,18739000.00,200805,4,2008,3,2008,2,05,31
2008-05-31,Marketable,Note,138,3511400.00,101000.00,3410400.00,200805,5,2008,3,2008,2,05,31
2008-04-30,Savings Bond,EE,16666,2659248.74,18485.00,2640763.74,200804,1,2008,3,2008,2,04,30
2008-04-30,Savings Bond,I,41834,46196155.39,428125.00,45768030.39,200804,2,2008,3,2008,2,04,30
2008-04-30,Marketable,Bill,17162,1082970900.00,7934100.00,1075036800.00,200804,3,2008,3,2008,2,04,30
2008-04-30,Marketable,Note,553,8618800.00,151000.00,8467800.00,200804,4,2008,3,2008,2,04,30
2008-04-30,Marketable,TIPS,1218,30100400.00,0.00,30100400.00,200804,5,2008,3,2008,2,04,30
2008-03-31,Savings Bond,EE,17389,3159519.75,47707.50,3111812.25,200803,1,2008,2,2008,1,03,31
2008-03-31,Savings Bond,I,34144,27149370.18,458845.00,26690525.18,200803,2,2008,2,2008,1,03,31
2008-03-31,Marketable,Bill,18346,1198789000.00,10563000.00,1188226000.00,200803,3,2008,2,2008,1,03,31
2008-03-31,Marketable,Note,531,10928000.00,202000.00,10726000.00,200803,4,2008,2,2008,1,03,31
2008-02-29,Savings Bond,EE,16701,2427487.67,18716.50,2408771.17,200802,1,2008,2,2008,1,02,29
2008-02-29,Savings Bond,I,31421,19842560.48,103848.50,19738711.98,200802,2,2008,2,2008,1,02,29
2008-02-29,Marketable,Bill,20371,1226074000.00,4015000.00,1222059000.00,200802,3,2008,2,2008,1,02,29
2008-02-29,Marketable,Bond,76,2792000.00,876000.00,1916000.00,200802,4,2008,2,2008,1,02,29
2008-02-29,Marketable,Note,621,18030000.00,5046000.00,12984000.00,200802,5,2008,2,2008,1,02,29
2008-01-31,Savings Bond,EE,16712,2963488.21,75645.00,2887843.21,200801,1,2008,2,2008,1,01,31
2008-01-31,Savings Bond,I,30986,29851999.86,582215.00,29269784.86,200801,2,2008,2,2008,1,01,31
2008-01-31,Marketable,Bill,28405,1513064000.00,9297000.00,1503767000.00,200801,3,2008,2,2008,1,01,31
2008-01-31,Marketable,Note,632,17676000.00,50000.00,17626000.00,200801,4,2008,2,2008,1,01,31
2008-01-31,Marketable,TIPS,422,9505000.00,0.00,9505000.00,200801,5,2008,2,2008,1,01,31
2007-12-31,Savings Bond,EE,23638,3296317.48,18605.00,3277712.48,200712,1,2008,1,2007,4,12,31
2007-12-31,Savings Bond,I,37971,39637453.20,492901.02,39144552.18,200712,2,2008,1,2007,4,12,31
2007-12-31,Marketable,Bill,23625,1137925000.00,4937000.00,1132988000.00,200712,3,2008,1,2007,4,12,31
2007-12-31,Marketable,Note,604,20788000.00,21000.00,20767000.00,200712,4,2008,1,2007,4,12,31
2007-11-30,Savings Bond,EE,17962,1890627.31,11254.00,1879373.31,200711,1,2008,1,2007,4,11,30
2007-11-30,Savings Bond,I,31625,18400717.64,262986.55,18137731.09,200711,2,2008,1,2007,4,11,30
2007-11-30,Marketable,Bill,34212,1684097000.00,6572000.00,1677525000.00,200711,3,2008,1,2007,4,11,30
2007-11-30,Marketable,Bond,64,963000.00,0.00,963000.00,200711,4,2008,1,2007,4,11,30
2007-11-30,Marketable,Note,917,20088000.00,174000.00,19914000.00,200711,5,2008,1,2007,4,11,30
2007-10-31,Savings Bond,EE,18225,2105609.92,19262.00,2086347.92,200710,1,2008,1,2007,4,10,31
2007-10-31,Savings Bond,I,31343,12667100.21,204170.00,12462930.21,200710,2,2008,1,2007,4,10,31
2007-10-31,Marketable,Bill,29182,1317172000.00,4134000.00,1313038000.00,200710,3,2008,1,2007,4,10,31
2007-10-31,Marketable,Note,1560,30439000.00,1971000.00,28468000.00,200710,4,2008,1,2007,4,10,31
2007-10-31,Marketable,TIPS,606,11388000.00,0.00,11388000.00,200710,5,2008,1,2007,4,10,31
2007-09-30,Savings Bond,EE,16308,1846899.68,17450.50,1829449.18,200709,1,2007,4,2007,3,09,30
